PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2802810,16000464,26,2016-01-01T15:14:00,"10 Block Allegheny SQ Pittsburgh, PA 15212",Y,Allegheny Center,1,HARASSMENT/STALKING/OTHER,2709(a) Harassment. / 3502 Burglary. / 2709(b) Stalking / 3503 Criminal Trespass,2204,5,3,-79.93701273,40.40043528
2802804,16000454,10,2016-01-01T15:30:00,"1300 Block 5th AV Pittsburgh, PA 15219",N,Golden Triangle/Civic Arena,2,BOMB THREAT,2715 Threat to Use Weapons of Mass Destruction / 8105 CLASS 2 - Bomb Threat,201,6,3,-79.98814139,40.43846683
2802827,16000509,5,2016-01-01T16:00:00,"3100 Block Jean ST Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY/ATTEMPT/RES,901 Criminal Attempt,2022,2,5,-80.05960036,40.45541857
2802825,16000498,7,2016-01-01T16:00:00,"1500 Block Hatteras ST Pittsburgh, PA 15212",N,Troy Hill-Herrs Island,1,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2406,1,1,-79.98569383,40.46216051
2802815,16000478,99,2016-01-01T16:02:00,"500 Block Noblestown RD Pittsburgh, PA 15016",Y,East Carnegie,6,NA,9496 Dead on Arrival (DOA),2805,2,5,-80.0398656,40.43716621
2802818,16000482,99,2016-01-01T16:12:00,"2300 Block Mission ST Pittsburgh, PA 15203",N,South Side Slopes,3,NA,9496 Dead on Arrival (DOA),1608,3,4,-79.97373053,40.42301753
2802836,16000533,99,2016-01-01T16:40:00,"40 Block Wenzell PL Pittsburgh, PA 15216",N,Beechview,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1920,4,5,-80.03033404,40.39873028
2802829,16000510,11,2016-01-01T16:58:00,"2100 Block S 18th ST Pittsburgh, PA 15203",N,South Side Slopes,3,IDENTITY THEFT,"4103 Fraud. Destruct., Remov. or Conceal.of Record. Instr. / 4120 Identity Theft",1706,3,4,-79.98007997,40.42132424
2814005,16030367,2,2016-01-01T17:00:00,Zone 2,Y,,2,RAPE BY FORCE,3121 Rape.,,,,,
2802530,16000518,7,2016-01-01T17:12:00,"Chateau ST & N Franklin ST Pittsburgh, PA 15233",Y,Manchester,1,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer,2107,6,1,-80.02886242,40.45552154
2802832,16000517,18,2016-01-01T17:24:00,"N Euclid AV & Jackson ST Pittsburgh, PA 15206",Y,Highland Park,5,MARIJUANA-SALE/MFG,1301 Registration and Certificate of Title Required. / 1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1102,7,2,-79.92226408,40.47171568
2802835,16000532,99,2016-01-01T17:35:00,"20 Block Welsh WY Pittsburgh, PA 15203",Y,South Side Slopes,3,NA,9999 Miscellaneous Report (No Crime),1706,3,4,-79.98718393,40.425189
2802838,16000537,18,2016-01-01T17:49:00,"Herron AV & Bedford AV Pittsburgh, PA 15219",Y,Middle Hill,2,MARIJUANA-POSSESS,3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount,501,6,3,-79.9649249,40.45288317
2802841,16000542,14,2016-01-01T17:55:00,"600 Block Southcrest DR Pittsburgh, PA 15226",N,Brookline,6,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1917,4,4,-80.01431162,40.40789817
2816485,16039187,10,2016-01-01T18:00:00,"N Lang AV & Upland ST Pittsburgh, PA 15208",Y,Homewood North,5,SIMPLE ASSAULT/INJURY,2702 Aggravated Assault.,1301,9,2,-79.89754877,40.46275796
2802847,16000552,99,2016-01-01T18:00:00,"300 Block Bigham ST Pittsburgh, PA 15211",Y,Mount Washington,3,NA,9999 Miscellaneous Report (No Crime),1903,2,5,-80.01542254,40.43298573
2801333,16000862,99,2016-01-01T18:00:00,"2000 Block Lucina AV Pittsburgh, PA 15210",N,Overbrook,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3204,4,4,-79.99367128,40.39318401
2802843,16000546,10,2016-01-01T18:08:00,"1500 Block Crucible ST Pittsburgh, PA 15220",Y,Crafton Heights,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2814,2,5,-80.05111326,40.44716839
2802846,16000547,22,2016-01-01T18:09:00,"Glen Caladh ST & Gertrude ST Pittsburgh, PA 15207",Y,Hazelwood,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",1515,5,3,-79.94229772,40.40947714
2802850,16000554,99,2016-01-01T18:20:00,"Jenning CT Pittsburgh, PA 15206",N,East Liberty,5,NA,9123 Miscellaneous Fire Other Investigation to Continue,1115,9,2,-79.91942085,40.46118593
2802855,16000557,6,2016-01-01T18:28:00,"800 Block Freeport RD Pittsburgh, PA 15215",Y,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89761421,40.48782354
2802858,16000562,24,2016-01-01T18:45:00,"Bellefonte ST & Kentucky AV Pittsburgh, PA 15232",N,Shadyside,4,DISORDERLY CONDUCT,2709(a) Harassment. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,703,8,2,-79.9329523,40.44961091
2802834,16000521,99,2016-01-01T18:46:00,"4200 Block Murray AV Pittsburgh, PA 15217",Y,Greenfield,4,NA,9497 Aided Case,1517,5,3,-79.92873349,40.42318165
2802862,16000587,15,2016-01-01T19:38:00,"2500 Block Brighton RD Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,PROHIBITED OFFENSIVE WEAPONS,908 Prohibited Offensive Weapons. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2704,6,1,-80.02479029,40.46728077
2802859,16000582,99,2016-01-01T19:45:00,"5400 Block Stanton AV Pittsburgh, PA 15206",Y,Morningside,5,NA,9498 302 (Mental),1014,7,2,-79.93042537,40.47286645
2802860,16000585,99,2016-01-01T20:20:00,"5100 Block Broad ST Pittsburgh, PA 15224",Y,Garfield,5,NA,9501 Bench Warrant,1017,9,2,-79.94248508,40.46640372
2803031,16000618,99,2016-01-01T20:30:00,"1000 Block Woodlow ST Pittsburgh, PA 15205",N,Crafton Heights,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2814,2,5,-80.05235169,40.44592617
2802867,16000588,18,2016-01-01T20:35:00,"2600 Block Bedford AV Pittsburgh, PA 15219",Y,Bedford Dwellings,2,MARIJUANA-POSSESS,1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(31) Marijuana: Possession Small Amount,509,6,3,-79.9707729,40.45137538
2803027,16000597,10,2016-01-01T20:43:00,"200 Block Suncrest ST Pittsburgh, PA 15210",Y,Knoxville,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3001,3,4,-79.99037609,40.41035674
2801556,16000804,6,2016-01-01T21:00:00,"1100 Block Arlington AV Pittsburgh, PA 15203",Y,Allentown,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1803,3,4,-79.99023021,40.42305997
2803030,16000614,99,2016-01-01T21:46:00,"300 Block Flowers AV Pittsburgh, PA 15207",Y,Hazelwood,4,NA,9497 Aided Case,1515,5,3,-79.94056013,40.41085832
2803034,16000637,18,2016-01-01T22:05:00,"West End CIR & S Main ST Pittsburgh, PA 15220",Y,West End,6,OPIUM/COCAINE/DERV(SALE/MFG),4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2019,2,5,-80.02879131,40.44333661
2803033,16000635,4,2016-01-01T22:09:00,"4300 Block Stanley ST Pittsburgh, PA 15207",Y,Greenfield,4,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.,1516,5,3,-79.94362824,40.42130244
2802924,16004506,99,2016-01-01T23:00:00,"1400 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9504 Lost Property,1702,3,4,-79.98403098,40.42864859
2803035,16000663,21,2016-01-01T23:30:00,"1100 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,DRIVING UNDER INFLUENCE,1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,1702,3,4,-79.98731788,40.42856797
2803789,16007553,99,2016-01-01T23:59:00,"500 Block S Braddock AV Pittsburgh, PA 15221",N,Point Breeze,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1406,9,3,-79.8974287,40.4421885
2801513,16000264,99,2016-01-02T01:00:00,"300 Block Edith ST Pittsburgh, PA 15211",N,Duquesne Heights,3,NA,9122 Miscellaneous Fire Vehicle Investigation to Continue,1911,2,5,-80.02395121,40.43767461
2801531,16000701,3,2016-01-02T01:10:00,"4000 Block Beechwood BL Pittsburgh, PA 15217",N,Greenfield,4,ROBBERY CHAIN STORE /STRONGARM,3701 Robbery.,1517,5,3,-79.93698537,40.42721467
2801533,16000715,15,2016-01-02T01:56:00,"300 Block Arabella ST Pittsburgh, PA 15210",N,Knoxville,3,WEAPONS-CARRY/POS-OTHER,9999 Miscellaneous Report (No Crime),3001,3,4,-79.99306681,40.4121654
2801534,16000719,24,2016-01-02T02:00:00,"10 Block Monastery ST Pittsburgh, PA 15203",N,South Side Slopes,3,HARRASSMENT BY COMUN/ADDRESS,2709(a)(4) Harassment Communicates Prohibited Acts,1706,3,4,-79.9859399,40.42348798
2801536,16000721,10,2016-01-02T02:14:00,"700 Block Lorenz AV Pittsburgh, PA 15220",Y,Elliott,6,RECKLESSLY ENDANGER ANOTH PER,2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3736 Reckless Driving,2020,2,5,-80.03924654,40.44511005
2801537,16000736,14,2016-01-02T02:40:00,"500 Block Chester AV Pittsburgh, PA 15214",Y,Perry South,1,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,2614,6,1,-80.01602861,40.46663294
2801538,16000762,99,2016-01-02T04:00:00,"1700 Block Penn AV Pittsburgh, PA 15222",N,Strip District,2,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.98568935,40.44965679
2801541,16000769,14,2016-01-02T05:00:00,"1200 Block Island AV Pittsburgh, PA 15212",N,California-Kirkbride,1,CRIMINAL MISCHIEF,3304 Criminal Mischief.,2507,6,1,-80.02559332,40.46316491
2801546,16000779,10,2016-01-02T07:07:00,"2000 Block 5th AV Pittsburgh, PA 15219",Y,West Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",402,6,3,-79.9775296,40.43800271
2801539,16000787,14,2016-01-02T07:30:00,"3300 Block Dawson ST Pittsburgh, PA 15213",N,South Oakland,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",409,3,3,-79.95343978,40.43294984
2801549,16000795,6,2016-01-02T08:00:00,"3000 Block Stayton ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle,2715,1,1,-80.02807703,40.47201958
2801588,16000814,7,2016-01-02T08:30:00,"700 Block Bellefonte ST Pittsburgh, PA 15232",N,Shadyside,4,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,2,-79.93477812,40.45224989
2801555,16000798,6,2016-01-02T08:38:00,"Piermont ST & Oneida ST Pittsburgh, PA 15211",N,Duquesne Heights,3,THEFT FROM AUTO,3934 Theft from Vehicle,1911,2,5,-80.02023088,40.43512941
2801607,16000834,6,2016-01-02T09:00:00,"800 Block Idlewood RD Pittsburgh, PA 15106",N,East Carnegie,6,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2805,2,5,-80.07529602,40.41548037
2801568,16000805,10,2016-01-02T09:20:00,"800 Block Bayonne AV Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT/INJURY,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1916,4,5,-80.02675707,40.41424114
2801599,16000817,5,2016-01-02T09:58:00,"2400 Block Spring ST Pittsburgh, PA 15210",N,Arlington,3,BURGLARY/NO FORCE/RES,3502 Burglary.,1603,7,6,-79.98024759,40.45307682
2801545,16000934,6,2016-01-02T10:00:00,"3800 Block Mintwood ST Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,603,7,2,-79.96117839,40.46363202
2801602,16000829,14,2016-01-02T10:21:00,"6900 Block Frankstown AV Pittsburgh, PA 15208",Y,Homewood West,5,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1207,9,2,-79.90425142,40.45803936
2801601,16000825,11,2016-01-02T10:30:00,"200 Block 57th ST Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,1011,7,2,-79.94577325,40.48442862
2801614,16000861,6,2016-01-02T10:47:00,"900 Block Freeport RD Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89431722,40.48808181
2801336,16000868,11,2016-01-02T11:00:00,"2400 Block Glenarm AV Pittsburgh, PA 15226",N,Brookline,6,IDENTITY THEFT,4120 Identity Theft,1919,4,4,-80.01607228,40.39548629
2801609,16000853,99,2016-01-02T11:04:00,"300 Block Lawn ST Pittsburgh, PA 15213",Y,South Oakland,4,NA,9498 302 (Mental),409,6,3,-79.96360688,40.43448213
2801613,16000858,99,2016-01-02T11:15:00,"1800 Block Noblestown RD Pittsburgh, PA 15205",Y,Westwood,6,NA,9999 Miscellaneous Report (No Crime),2811,2,5,-80.06161064,40.42642714
2801307,16001414,7,2016-01-02T12:00:00,"Hallock ST & Piermont ST Pittsburgh, PA 15211",N,Mount Washington,3,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1903,2,5,-80.01797481,40.43480302
2801342,16000885,6,2016-01-02T12:00:00,"1600 Block Dagmar AV Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.02291151,40.41062208
2801344,16000890,99,2016-01-02T12:30:00,"200 Block S Mathilda ST Pittsburgh, PA 15224",N,Bloomfield,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,809,7,2,-79.94679158,40.46502427
2801340,16000875,24,2016-01-02T12:30:00,"800 Block Mt Pleasant RD Pittsburgh, PA 15214",Y,Northview Heights,1,DISORDERLY CONDUCT,5503 Disorderly Conduct.,2609,1,1,-79.99947307,40.47574398
2801540,16000891,6,2016-01-02T12:40:00,"3200 Block Banksville RD Pittsburgh, PA 15216",N,Banksville,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2023,2,5,-80.044471,40.39964518
2801543,16000899,99,2016-01-02T13:13:00,"Banksville Rd RAMP & Saw Mill Run BL Pittsburgh, PA 15220",N,West End,6,NA,9495 Suicide,2019,,,0,0
2801567,16000996,99,2016-01-02T14:20:00,"10 Block Soffel ST Pittsburgh, PA 15211",Y,Mount Washington,3,NA,9999 Miscellaneous Report (No Crime),1915,4,5,-80.01189764,40.41974191
2801547,16000942,6,2016-01-02T14:40:00,"400 Block N Highland AV Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217164,40.4651578
2816912,16044122,2,2016-01-02T15:00:00,Zone 3,N,,3,RAPE BY FORCE,6301 Corruption of Minors. / 3122.1 Statuatory Sexual Assault / 3121(a)(6) Rape of person who is less than 13 years of age,,,,,
2801554,16000958,4,2016-01-02T15:00:00,"Liberty AV & Ella ST Pittsburgh, PA 15224",Y,Bloomfield,5,AGG ASSAULT/OTHER/INJURY,2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats.,802,7,2,-79.9518121,40.46314574
2801553,16000952,14,2016-01-02T15:00:00,"100 Block Penfield CT Pittsburgh, PA 15208",N,Point Breeze North,4,CRIMINAL MISCHIEF,9999 Miscellaneous Report (No Crime),1405,9,2,-79.89710115,40.448089
2801548,16000949,16,2016-01-02T15:02:00,"5200 Block 2nd AV Pittsburgh, PA 15207",Y,Hazelwood,4,PROSTITUTION RELATED OFFENSES,907 Possessing Instruments of Crime. / 5902(a)(1) Prostitution  / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1515,5,3,-79.94318266,40.40593466
2801551,16000950,10,2016-01-02T15:20:00,"5600 Block Baum BL Pittsburgh, PA 15232",Y,Friendship,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 5503 Disorderly Conduct. / 5505 Public Drunkenness,807,7,2,-79.93532738,40.45770893
2801557,16000960,6,2016-01-02T15:34:00,"1500 Block Eleanor ST Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1608,3,4,-79.972883,40.41798192
2801558,16000961,99,2016-01-02T15:35:00,"3500 Block Elmhurst AV Pittsburgh, PA 15212",N,Brighton Heights,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2701,1,1,-80.04436366,40.48056378
2801559,16000963,99,2016-01-02T15:40:00,"1800 Block Realty AV Pittsburgh, PA 15216",N,Beechview,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1920,4,5,-80.02464806,40.4075675
2801560,16000967,26,2016-01-02T15:50:00,"2200 Block S 18th ST Pittsburgh, PA 15203",Y,South Side Slopes,3,PROTECTIVE ORDERS,9093 Indirect Criminal Contempt,1706,3,4,-79.98085069,40.42104305
2801562,16000969,6,2016-01-02T15:55:00,"1500 Block Eleanor ST Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1608,3,4,-79.972883,40.41798192
2801590,16001124,99,2016-01-02T16:00:00,"100 Block Gaskel ST Pittsburgh, PA 15211",N,Mount Washington,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.00955919,40.42993082
2801563,16000975,6,2016-01-02T16:06:00,"3400 Block Fleming AV Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2703,1,1,-80.03815717,40.47698002
2801565,16000988,10,2016-01-02T16:20:00,"200 Block Federal ST Pittsburgh, PA 15212",Y,North Shore,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701 Simple Assault. / 3304 Criminal Mischief. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",2205,1,6,-80.00396022,40.44841334
2801566,16000992,99,2016-01-02T16:29:00,"1500 Block Orangewood AV Pittsburgh, PA 15216",Y,Beechview,6,NA,9999 Miscellaneous Report (No Crime),1916,4,5,-80.0185403,40.41209408
2801569,16001001,23,2016-01-02T16:37:00,"2000 Block Wharton SQ Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 3503 Criminal Trespass,1702,3,4,-79.97681333,40.43002082
2801564,16000984,10,2016-01-02T16:50:00,"200 Block Tarragonna ST Pittsburgh, PA 15210",Y,Bon Air,3,RESIST ARREST/OTHER LAW ENFORC,2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 2709(a)(3) Harassment No Legitimate Purpose / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1806,4,4,-79.99698735,40.4091401
2801572,16001014,10,2016-01-02T16:53:00,"E Warrington AV & Allen ST Pittsburgh, PA 15210",Y,Allentown,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5123 Contraband. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,1803,3,4,-79.99373781,40.42180212
2801574,16001030,6,2016-01-02T17:00:00,"100 Block Madeline ST Pittsburgh, PA 15210",Y,Carrick,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2902,4,4,-79.98523039,40.39412656
2801570,16001012,16,2016-01-02T17:05:00,"Middle ST & Suismon ST Pittsburgh, PA 15212",Y,East Allegheny,1,PROSTITUTION RELATED OFFENSES,5902(a)(1) Prostitution  / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 5902(a)(2) Prostitution - Loitering for purpose of,2304,1,1,-79.999646,40.45536416
2801573,16001023,99,2016-01-02T17:28:00,"Virginia AV & Bertha ST Pittsburgh, PA 15211",Y,Mount Washington,3,NA,9999 Miscellaneous Report (No Crime),1903,2,5,-80.01211989,40.43142431
2801575,16001037,99,2016-01-02T18:05:00,"700 Block Kuhn ST Pittsburgh, PA 15211",Y,Mount Washington,3,NA,9496 Dead on Arrival (DOA),1914,2,5,-80.01268973,40.42439399
2801576,16001058,99,2016-01-02T18:40:00,"Hot metal ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9501 Bench Warrant,1609,3,4,-79.96409562,40.42587219
2801577,16001059,26,2016-01-02T18:55:00,"1300 Block Jeffers ST Pittsburgh, PA 15204",Y,Sheraden,6,DRUG PARAPHERNALIA,13(a)(32) Paraphernalia - Use or Possession,2022,2,5,-80.0651535,40.45384155
2802138,16003199,6,2016-01-02T19:00:00,"1600 Block Oakhurst ST Pittsburgh, PA 15210",N,Carrick,3,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,4,4,-79.99111143,40.3997655
2802332,16003936,11,2016-01-02T19:00:00,"200 Block Wood ST Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,6,6,-80.00186035,40.43842546
2801578,16001067,6,2016-01-02T19:15:00,"3300 Block Brighton RD Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2708,1,1,-80.03152303,40.47662892
2801579,16001084,3,2016-01-02T20:00:00,"S 21st ST & Wharton ST Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,1609,3,4,-79.97603147,40.4302999
2801581,16001097,7,2016-01-02T21:00:00,"1100 Block Buente ST Pittsburgh, PA 15212",Y,Spring Hill-City View,1,MTR VEH THEFT (AUTO),"2702 Aggravated Assault. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer",2620,1,1,-79.99554483,40.46661658
2801585,16001101,99,2016-01-02T21:00:00,"20 Block S 10th ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9489 Found Property,1702,3,4,-79.98894089,40.4299199
2801586,16001119,6,2016-01-02T21:30:00,"900 Block Freeport RD Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89431722,40.48808181
2801587,16001121,99,2016-01-02T21:47:00,"1500 Block Fallowfield AV Pittsburgh, PA 15216",N,Beechview,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.02417657,40.41285782
2801594,16001134,10,2016-01-02T21:55:00,"300 Block Harmar ST Pittsburgh, PA 15219",N,Polish Hill,2,SIMPLE ASSAULT/INJURY,"2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",605,7,6,-79.96897263,40.45804419
2801591,16001128,3,2016-01-02T21:59:00,"50 Block 11th ST Pittsburgh, PA 15219",N,Golden Triangle/Civic Arena,2,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,201,3,4,-79.98767223,40.42895953
2801596,16001144,14,2016-01-02T22:46:00,"3000 Block Zephyr AV Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,2018,2,5,-80.05342412,40.45636931
2801595,16001143,10,2016-01-02T22:52:00,"Liberty AV & Main ST Pittsburgh, PA 15224",Y,Bloomfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2701 Simple Assault.,903,7,2,-79.95288573,40.46361886
